image_path,lanna_text,thai_translation,reading,font,font_size
images/lanna_00447_PayapLanna-Bold.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,PayapLanna-Bold,85
images/lanna_00448_PayapLanna-Regular.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,PayapLanna-Regular,65
images/lanna_00449_NotoSansTaiTham.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,NotoSansTaiTham,61
images/lanna_00450_LNTilok.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,LNTilok,70
images/lanna_00451_LN-TILOK-6.10.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,LN-TILOK-6.10,59
images/lanna_00452_PayapLanna-Bold.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,PayapLanna-Bold,78
images/lanna_00453_PayapLanna-Regular.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,PayapLanna-Regular,72
images/lanna_00454_NotoSansTaiTham.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,NotoSansTaiTham,79
images/lanna_00455_LNTilok.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,LNTilok,59
images/lanna_00456_LN-TILOK-6.10.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,LN-TILOK-6.10,82
images/lanna_00457_PayapLanna-Bold.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,PayapLanna-Bold,72
images/lanna_00458_PayapLanna-Regular.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,PayapLanna-Regular,69
images/lanna_00459_NotoSansTaiTham.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,NotoSansTaiTham,83
images/lanna_00460_LNTilok.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,LNTilok,64
images/lanna_00461_LN-TILOK-6.10.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,LN-TILOK-6.10,64
images/lanna_00462_PayapLanna-Bold.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,PayapLanna-Bold,84
images/lanna_00463_PayapLanna-Regular.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,PayapLanna-Regular,84
images/lanna_00464_NotoSansTaiTham.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,NotoSansTaiTham,82
images/lanna_00465_LNTilok.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,LNTilok,70
images/lanna_00466_LN-TILOK-6.10.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,LN-TILOK-6.10,63
images/lanna_00467_PayapLanna-Bold.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,PayapLanna-Bold,71
images/lanna_00468_PayapLanna-Regular.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,PayapLanna-Regular,83
images/lanna_00469_NotoSansTaiTham.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,NotoSansTaiTham,74
images/lanna_00470_LNTilok.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,LNTilok,59
images/lanna_00471_LN-TILOK-6.10.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,LN-TILOK-6.10,73
images/lanna_00472_PayapLanna-Bold.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,PayapLanna-Bold,65
images/lanna_00473_PayapLanna-Regular.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,PayapLanna-Regular,70
images/lanna_00474_NotoSansTaiTham.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,NotoSansTaiTham,75
images/lanna_00475_LNTilok.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,LNTilok,80
images/lanna_00476_LN-TILOK-6.10.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,LN-TILOK-6.10,71
images/lanna_00477_PayapLanna-Bold.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,PayapLanna-Bold,71
images/lanna_00478_PayapLanna-Regular.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,PayapLanna-Regular,84
images/lanna_00479_NotoSansTaiTham.jpg,ᨾᩯ᩵ᩌᩬ᩠ᨦᩈᩬᩁ,แม่ฮ่องสอน,แม่-ฮ่อง-สอน,NotoSansTaiTham,75
images/lanna_00480_LNTilok.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,LNTilok,60
images/lanna_00481_LN-TILOK-6.10.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,LN-TILOK-6.10,81
images/lanna_00482_PayapLanna-Bold.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,PayapLanna-Bold,73
images/lanna_00483_PayapLanna-Regular.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,PayapLanna-Regular,76
images/lanna_00484_NotoSansTaiTham.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,NotoSansTaiTham,81
images/lanna_00485_LNTilok.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,LNTilok,58
images/lanna_00486_LN-TILOK-6.10.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,LN-TILOK-6.10,64
images/lanna_00487_PayapLanna-Bold.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,PayapLanna-Bold,70
images/lanna_00488_PayapLanna-Regular.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,PayapLanna-Regular,68
images/lanna_00489_NotoSansTaiTham.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,NotoSansTaiTham,66
images/lanna_00490_LNTilok.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,LNTilok,77
images/lanna_00491_LN-TILOK-6.10.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,LN-TILOK-6.10,76
images/lanna_00492_PayapLanna-Bold.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,PayapLanna-Bold,70
images/lanna_00493_PayapLanna-Regular.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,PayapLanna-Regular,60
images/lanna_00494_NotoSansTaiTham.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,NotoSansTaiTham,80
images/lanna_00495_LNTilok.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,LNTilok,67
images/lanna_00496_LN-TILOK-6.10.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,LN-TILOK-6.10,73
images/lanna_00497_PayapLanna-Bold.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,PayapLanna-Bold,80
images/lanna_00498_PayapLanna-Regular.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,PayapLanna-Regular,62
images/lanna_00499_NotoSansTaiTham.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,NotoSansTaiTham,83
images/lanna_00500_LNTilok.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,LNTilok,83
images/lanna_00501_LN-TILOK-6.10.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,LN-TILOK-6.10,78
images/lanna_00502_PayapLanna-Bold.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,PayapLanna-Bold,77
images/lanna_00503_PayapLanna-Regular.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,PayapLanna-Regular,71
images/lanna_00504_NotoSansTaiTham.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,NotoSansTaiTham,67
images/lanna_00505_LNTilok.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,LNTilok,85
images/lanna_00506_LN-TILOK-6.10.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,LN-TILOK-6.10,70
images/lanna_00507_PayapLanna-Bold.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,PayapLanna-Bold,79
images/lanna_00508_PayapLanna-Regular.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,PayapLanna-Regular,79
images/lanna_00509_NotoSansTaiTham.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,NotoSansTaiTham,72
images/lanna_00510_LNTilok.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,LNTilok,69
images/lanna_00511_LN-TILOK-6.10.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,LN-TILOK-6.10,58
images/lanna_00512_PayapLanna-Bold.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,PayapLanna-Bold,77
images/lanna_00513_PayapLanna-Regular.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,PayapLanna-Regular,60
images/lanna_00514_NotoSansTaiTham.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,NotoSansTaiTham,84
images/lanna_00515_LNTilok.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,LNTilok,77
images/lanna_00516_LN-TILOK-6.10.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,LN-TILOK-6.10,69
images/lanna_00517_PayapLanna-Bold.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,PayapLanna-Bold,67
images/lanna_00518_PayapLanna-Regular.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,PayapLanna-Regular,73
images/lanna_00519_NotoSansTaiTham.jpg,ᩃᩣᩴᨻᩪᩁ,ลำพูน,หละ-ปูน,NotoSansTaiTham,71
images/lanna_00520_LNTilok.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,LNTilok,65
images/lanna_00521_LN-TILOK-6.10.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,LN-TILOK-6.10,74
images/lanna_00522_PayapLanna-Bold.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,PayapLanna-Bold,79
images/lanna_00523_PayapLanna-Regular.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,PayapLanna-Regular,81
images/lanna_00524_NotoSansTaiTham.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,NotoSansTaiTham,58
images/lanna_00525_LNTilok.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,LNTilok,71
images/lanna_00526_LN-TILOK-6.10.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,LN-TILOK-6.10,58
images/lanna_00527_PayapLanna-Bold.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,PayapLanna-Bold,65
images/lanna_00528_PayapLanna-Regular.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,PayapLanna-Regular,81
images/lanna_00529_NotoSansTaiTham.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,NotoSansTaiTham,71
images/lanna_00530_LNTilok.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,LNTilok,75
images/lanna_00531_LN-TILOK-6.10.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,LN-TILOK-6.10,70
images/lanna_00532_PayapLanna-Bold.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,PayapLanna-Bold,82
images/lanna_00533_PayapLanna-Regular.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,PayapLanna-Regular,72
images/lanna_00534_NotoSansTaiTham.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,NotoSansTaiTham,62
images/lanna_00535_LNTilok.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,LNTilok,81
images/lanna_00536_LN-TILOK-6.10.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,LN-TILOK-6.10,79
images/lanna_00537_PayapLanna-Bold.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,PayapLanna-Bold,82
images/lanna_00538_PayapLanna-Regular.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,PayapLanna-Regular,68
images/lanna_00539_NotoSansTaiTham.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,NotoSansTaiTham,75
images/lanna_00540_LNTilok.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,LNTilok,84
images/lanna_00541_LN-TILOK-6.10.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,LN-TILOK-6.10,75
images/lanna_00542_PayapLanna-Bold.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,PayapLanna-Bold,64
images/lanna_00543_PayapLanna-Regular.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,PayapLanna-Regular,77
images/lanna_00544_NotoSansTaiTham.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,NotoSansTaiTham,76
images/lanna_00545_LNTilok.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,LNTilok,85
images/lanna_00546_LN-TILOK-6.10.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,LN-TILOK-6.10,67
images/lanna_00547_PayapLanna-Bold.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,PayapLanna-Bold,70
images/lanna_00548_PayapLanna-Regular.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,PayapLanna-Regular,76
images/lanna_00549_NotoSansTaiTham.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,NotoSansTaiTham,58
images/lanna_00550_LNTilok.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,LNTilok,78
images/lanna_00551_LN-TILOK-6.10.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,LN-TILOK-6.10,59
images/lanna_00552_PayapLanna-Bold.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,PayapLanna-Bold,67
images/lanna_00553_PayapLanna-Regular.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,PayapLanna-Regular,62
images/lanna_00554_NotoSansTaiTham.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,NotoSansTaiTham,77
images/lanna_00555_LNTilok.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,LNTilok,79
images/lanna_00556_LN-TILOK-6.10.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,LN-TILOK-6.10,79
images/lanna_00557_PayapLanna-Bold.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,PayapLanna-Bold,81
images/lanna_00558_PayapLanna-Regular.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,PayapLanna-Regular,77
images/lanna_00559_NotoSansTaiTham.jpg,ᩃᩣᩴᨸᩣ᩠ᨦ,ลำปาง,ลำ-ปาง,NotoSansTaiTham,58
images/lanna_00560_LNTilok.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,LNTilok,62
images/lanna_00561_LN-TILOK-6.10.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,LN-TILOK-6.10,68
images/lanna_00562_PayapLanna-Bold.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,PayapLanna-Bold,67
images/lanna_00563_PayapLanna-Regular.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,PayapLanna-Regular,65
images/lanna_00564_NotoSansTaiTham.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,NotoSansTaiTham,74
images/lanna_00565_LNTilok.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,LNTilok,73
images/lanna_00566_LN-TILOK-6.10.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,LN-TILOK-6.10,73
images/lanna_00567_PayapLanna-Bold.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,PayapLanna-Bold,85
images/lanna_00568_PayapLanna-Regular.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,PayapLanna-Regular,70
images/lanna_00569_NotoSansTaiTham.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,NotoSansTaiTham,71
images/lanna_00570_LNTilok.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,LNTilok,66
images/lanna_00571_LN-TILOK-6.10.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,LN-TILOK-6.10,77
images/lanna_00572_PayapLanna-Bold.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,PayapLanna-Bold,83
images/lanna_00573_PayapLanna-Regular.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,PayapLanna-Regular,69
images/lanna_00574_NotoSansTaiTham.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,NotoSansTaiTham,75
images/lanna_00575_LNTilok.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,LNTilok,62
images/lanna_00576_LN-TILOK-6.10.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,LN-TILOK-6.10,79
images/lanna_00577_PayapLanna-Bold.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,PayapLanna-Bold,61
images/lanna_00578_PayapLanna-Regular.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,PayapLanna-Regular,83
images/lanna_00579_NotoSansTaiTham.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,NotoSansTaiTham,60
images/lanna_00580_LNTilok.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,LNTilok,85
images/lanna_00581_LN-TILOK-6.10.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,LN-TILOK-6.10,58
images/lanna_00582_PayapLanna-Bold.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,PayapLanna-Bold,59
images/lanna_00583_PayapLanna-Regular.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,PayapLanna-Regular,59
images/lanna_00584_NotoSansTaiTham.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,NotoSansTaiTham,85
images/lanna_00585_LNTilok.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,LNTilok,83
images/lanna_00586_LN-TILOK-6.10.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,LN-TILOK-6.10,59
images/lanna_00587_PayapLanna-Bold.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,PayapLanna-Bold,65
images/lanna_00588_PayapLanna-Regular.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,PayapLanna-Regular,77
images/lanna_00589_NotoSansTaiTham.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,NotoSansTaiTham,81
images/lanna_00590_LNTilok.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,LNTilok,65
images/lanna_00591_LN-TILOK-6.10.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,LN-TILOK-6.10,79
images/lanna_00592_PayapLanna-Bold.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,PayapLanna-Bold,67
images/lanna_00593_PayapLanna-Regular.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,PayapLanna-Regular,75
images/lanna_00594_NotoSansTaiTham.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,NotoSansTaiTham,69
images/lanna_00595_LNTilok.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,LNTilok,75
images/lanna_00596_LN-TILOK-6.10.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,LN-TILOK-6.10,80
images/lanna_00597_PayapLanna-Bold.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,PayapLanna-Bold,85
images/lanna_00598_PayapLanna-Regular.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,PayapLanna-Regular,68
images/lanna_00599_NotoSansTaiTham.jpg,ᨻᨿᩣ᩠ᩅ,พะเยา,พะ-เยา,NotoSansTaiTham,71
images/lanna_00600_LNTilok.jpg,ᨹ᩠ᩃᩣᨯ,ฉลาด,ผลาด,LNTilok,75
images/lanna_00601_LN-TILOK-6.10.jpg,ᨹ᩠ᩃᩣᨯ,ฉลาด,ผลาด,LN-TILOK-6.10,67
images/lanna_00602_PayapLanna-Bold.jpg,ᨹ᩠ᩃᩣᨯ,ฉลาด,ผลาด,PayapLanna-Bold,84
images/lanna_00603_PayapLanna-Regular.jpg,ᨹ᩠ᩃᩣᨯ,ฉลาด,ผลาด,PayapLanna-Regular,71
images/lanna_00604_NotoSansTaiTham.jpg,ᨹ᩠ᩃᩣᨯ,ฉลาด,ผลาด,NotoSansTaiTham,66
images/lanna_00605_LNTilok.jpg,ᨹ᩠ᩃᩣᨯ,ฉลาด,ผลาด,LNTilok,71
images/lanna_00606_LN-TILOK-6.10.jpg,ᨹ᩠ᩃᩣᨯ,ฉลาด,ผลาด,LN-TILOK-6.10,62
images/lanna_00607_PayapLanna-Bold.jpg,ᨹ᩠ᩃᩣᨯ,ฉลาด,ผลาด,PayapLanna-Bold,74
images/lanna_00608_PayapLanna-Regular.jpg,ᨹ᩠ᩃᩣᨯ,ฉลาด,ผลาด,PayapLanna-Regular,82
images/lanna_00609_NotoSansTaiTham.jpg,ᨹ᩠ᩃᩣᨯ,ฉลาด,ผลาด,NotoSansTaiTham,67
images/lanna_00610_LNTilok.jpg,ᨹ᩠ᩃᩣᨯ,ฉลาด,ผลาด,LNTilok,66
images/lanna_00611_LN-TILOK-6.10.jpg,ᨹ᩠ᩃᩣᨯ,ฉลาด,ผลาด,LN-TILOK-6.10,74
images/lanna_00612_PayapLanna-Bold.jpg,ᨹ᩠ᩃᩣᨯ,ฉลาด,ผลาด,PayapLanna-Bold,63
images/lanna_00613_PayapLanna-Regular.jpg,ᨹ᩠ᩃᩣᨯ,ฉลาด,ผลาด,PayapLanna-Regular,64
images/lanna_00614_NotoSansTaiTham.jpg,ᨹ᩠ᩃᩣᨯ,ฉลาด,ผลาด,NotoSansTaiTham,61
images/lanna_00615_LNTilok.jpg,ᨹ᩠ᩃᩣᨯ,ฉลาด,ผลาด,LNTilok,74
images/lanna_00616_LN-TILOK-6.10.jpg,ᨹ᩠ᩃᩣᨯ,ฉลาด,ผลาด,LN-TILOK-6.10,68
images/lanna_00617_PayapLanna-Bold.jpg,ᨹ᩠ᩃᩣᨯ,ฉลาด,ผลาด,PayapLanna-Bold,75
images/lanna_00618_PayapLanna-Regular.jpg,ᨹ᩠ᩃᩣᨯ,ฉลาด,ผลาด,PayapLanna-Regular,62
images/lanna_00619_NotoSansTaiTham.jpg,ᨹ᩠ᩃᩣᨯ,ฉลาด,ผลาด,NotoSansTaiTham,73
images/lanna_00620_LNTilok.jpg,ᨹ᩠ᩃᩣᨯ,ฉลาด,ผลาด,LNTilok,84
images/lanna_00621_LN-TILOK-6.10.jpg,ᨹ᩠ᩃᩣᨯ,ฉลาด,ผลาด,LN-TILOK-6.10,81
images/lanna_00622_PayapLanna-Bold.jpg,ᨹ᩠ᩃᩣᨯ,ฉลาด,ผลาด,PayapLanna-Bold,72
images/lanna_00623_PayapLanna-Regular.jpg,ᨹ᩠ᩃᩣᨯ,ฉลาด,ผลาด,PayapLanna-Regular,75
images/lanna_00624_NotoSansTaiTham.jpg,ᨹ᩠ᩃᩣᨯ,ฉลาด,ผลาด,NotoSansTaiTham,68
images/lanna_00625_LNTilok.jpg,ᨹ᩠ᩃᩣᨯ,ฉลาด,ผลาด,LNTilok,77
